Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   91298/114698      std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::begin() [42]
                0.00    0.00  230444/489736864     utils::idx(int, int, int) [3]
                0.00    0.00   45649/45649       send_inverse_flow(int, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >&, ompi_communicator_t*) [45]
                0.00    0.00  691332/691332      __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::operator->() const [61]
                0.00    0.00  514472/558009      bool __gnu_cxx::operator!=<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(__gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > const&, __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > const&) [66]
                0.00    0.00  284028/567668      std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::operator[](unsigned long) [65]
                0.00    0.00  192730/242198      __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::operator*() const [97]
                0.00    0.00   45649/97121       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::vector() [145]
                0.00    0.00   45649/319543      std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::size() const [84]
                0.00    0.00   45649/45655       std::allocator<int>::allocator() [233]
                0.00    0.00   45649/45659       std::allocator<int>::~allocator() [231]
                0.00    0.00   45649/45649       std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::unordered_set(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<int> const&) [296]
                0.00    0.00   45649/45649       std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::insert(int const&) [295]
                0.00    0.00   45649/45649       std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::clear() [294]
                0.00    0.00   45649/45649       std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::~unordered_set() [297]
                0.00    0.00   45649/188419      std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::~vector() [107]
-----------------------------------------------
                0.04    0.00 32674965/32674965     push_relabel(int, int, ompi_communicator_t*, int, int, int, int*, int*) [2]
[7]      2.1    0.04    0.00 32674965         int const& std::min<int>(int const&, int const&) [7]
-----------------------------------------------
                0.00    0.00   37714/462504      recv_inverse_flow(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >&, ompi_communicator_t*) [36]
                0.00    0.01  192730/462504      sync_flow(int*, int, int, int, ompi_communicator_t*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >&) [6]
                0.01    0.01  232060/462504      push_relabel(int, int, ompi_communicator_t*, int, int, int, int*, int*) [2]
[8]      2.0    0.01    0.03  462504         std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::push_back(InverseFlowPair const&) [8]
                0.01    0.02  150447/150447      void std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_emplace_back_aux<InverseFlowPair const&>(InverseFlowPair const&) [12]
                0.00    0.00  312057/462504      _ZNSt16allocator_traitsISaI15InverseFlowPairEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_ [70]
-----------------------------------------------
                0.00    0.03   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [10]
[9]      1.6    0.00    0.03   45649         std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [9]
                0.00    0.02   45649/45649       void std::__uninitialized_fill_n_a<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >&) [18]
                0.00    0.01   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::__uninitialized_move_if_noexcept_a<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >&) [25]
                0.00    0.00  182596/228245      std::_Vector_base<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_get_Tp_allocator() [102]
                0.00    0.00   91298/182596      __gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >::base() const [111]
                0.00    0.00   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_check_len(unsigned long, char const*) const [256]
                0.00    0.00   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::begin() [304]
                0.00    0.00   45649/45649       __gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >::difference_type __gnu_cxx::operator-<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > > const&) [250]
                0.00    0.00   45649/45649       std::_Vector_base<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_allocate(unsigned long) [289]
                0.00    0.00   45649/91298       void std::_Destroy<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >&) [212]
                0.00    0.00   45649/91298       std::_Vector_base<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_deallocate(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long) [188]
-----------------------------------------------
                0.00    0.03   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::resize(unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [11]
[10]     1.6    0.00    0.03   45649         std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [10]
                0.00    0.03   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [9]
-----------------------------------------------
                0.00    0.03   45649/45649       push_relabel(int, int, ompi_communicator_t*, int, int, int, int*, int*) [2]
[11]     1.6    0.00    0.03   45649         std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::resize(unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [11]
                0.00    0.03   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::insert(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [10]
                0.00    0.00   91298/319543      std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::size() const [84]
                0.00    0.00   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::end() [303]
-----------------------------------------------
                0.01    0.02  150447/150447      std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::push_back(InverseFlowPair const&) [8]
[12]     1.5    0.01    0.02  150447         void std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_emplace_back_aux<InverseFlowPair const&>(InverseFlowPair const&) [12]
                0.00    0.01  150447/156270      std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_check_len(unsigned long, char const*) const [35]
                0.00    0.01  150447/162093      InverseFlowPair* std::__uninitialized_move_if_noexcept_a<InverseFlowPair*, InverseFlowPair*, std::allocator<InverseFlowPair> >(InverseFlowPair*, InverseFlowPair*, InverseFlowPair*, std::allocator<InverseFlowPair>&) [33]
                0.00    0.00  300894/603903      std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_get_Tp_allocator() [62]
                0.00    0.00  150447/247568      std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_allocate(unsigned long) [93]
                0.00    0.00  150447/1537959     InverseFlowPair const& std::forward<InverseFlowPair const&>(std::remove_reference<InverseFlowPair const&>::type&) [53]
                0.00    0.00  150447/924120      std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::size() const [56]
                0.00    0.00  150447/462504      _ZNSt16allocator_traitsISaI15InverseFlowPairEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_ [70]
                0.00    0.00  150447/344689      void std::_Destroy<InverseFlowPair*, InverseFlowPair>(InverseFlowPair*, InverseFlowPair*, std::allocator<InverseFlowPair>&) [77]
                0.00    0.00  150447/344689      std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_deallocate(InverseFlowPair*, unsigned long) [75]
-----------------------------------------------
                0.03    0.00  243181/243181      push_relabel(int, int, ompi_communicator_t*, int, int, int, int*, int*) [2]
[13]     1.3    0.03    0.00  243181         void std::vector<int, std::allocator<int> >::emplace_back<int&>(int&) [13]
                0.00    0.00  243181/972743      int& std::forward<int&>(std::remove_reference<int&>::type&) [55]
                0.00    0.00  243162/243181      decltype (_S_construct({parm#1}, {parm#2}, (forward<int&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int&>(std::allocator<int>&, int*, int&) [96]
                0.00    0.00      19/19          void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int&>(int&) [379]
-----------------------------------------------
                0.01    0.01   91298/91298       void std::_Construct<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&>(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [15]
[14]     1.1    0.01    0.01   91298         std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::vector(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [14]
                0.00    0.01   91298/91298       InverseFlowPair* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*, InverseFlowPair>(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*, std::allocator<InverseFlowPair>&) [23]
                0.00    0.00   91298/403838      std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_get_Tp_allocator() const [71]
                0.00    0.00   91298/91298       __gnu_cxx::__alloc_traits<std::allocator<InverseFlowPair> >::_S_select_on_copy(std::allocator<InverseFlowPair> const&) [153]
                0.00    0.00   91298/924120      std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::size() const [56]
                0.00    0.00   91298/279717      std::allocator<InverseFlowPair>::~allocator() [88]
                0.00    0.00   91298/91298       std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_Vector_base(unsigned long, std::allocator<InverseFlowPair> const&) [187]
                0.00    0.00   91298/603903      std::_Vector_base<InverseFlowPair, std::allocator<InverseFlowPair> >::_M_get_Tp_allocator() [62]
                0.00    0.00   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::end() const [162]
                0.00    0.00   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::begin() const [163]
-----------------------------------------------
                0.00    0.02   91298/91298       void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [16]
[15]     1.1    0.00    0.02   91298         void std::_Construct<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&>(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [15]
                0.01    0.01   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::vector(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [14]
                0.00    0.00   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const& std::forward<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&>(std::remove_reference<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&>::type&) [209]
                0.00    0.00   91298/889285      operator new(unsigned long, void*) [57]
-----------------------------------------------
                0.00    0.02   45649/45649       void std::uninitialized_fill_n<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [17]
[16]     1.1    0.00    0.02   45649         void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [16]
                0.00    0.02   91298/91298       void std::_Construct<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&>(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [15]
                0.00    0.00   91298/182596      std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::__addressof<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >&) [118]
-----------------------------------------------
                0.00    0.02   45649/45649       void std::__uninitialized_fill_n_a<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >&) [18]
[17]     1.1    0.00    0.02   45649         void std::uninitialized_fill_n<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [17]
                0.00    0.02   45649/45649       void std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [16]
-----------------------------------------------
                0.00    0.02   45649/45649       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [9]
[18]     1.1    0.00    0.02   45649         void std::__uninitialized_fill_n_a<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >&) [18]
                0.00    0.02   45649/45649       void std::uninitialized_fill_n<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, unsigned long, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [17]
-----------------------------------------------
                0.00    0.00  114698/1139418     std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::begin() [42]
                0.00    0.00  460888/1139418     __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::operator++(int) [38]
                0.00    0.00  563832/1139418     std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::end() [37]
[19]     0.5    0.01    0.00 1139418         __gnu_cxx::__normal_iterator<InverseFlowPair*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::__normal_iterator(InverseFlowPair* const&) [19]
-----------------------------------------------
                0.01    0.00   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::uninitialized_copy<std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>(std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*) [22]
[20]     0.5    0.01    0.00   91298         std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>(std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*) [20]
                0.00    0.00   91298/91298       bool std::operator!=<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>(std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*> const&, std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*> const&) [215]
-----------------------------------------------
                0.01    0.00   91298/91298       InverseFlowPair* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*, InverseFlowPair>(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*, std::allocator<InverseFlowPair>&) [23]
[21]     0.5    0.01    0.00   91298         InverseFlowPair* std::uninitialized_copy<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*>(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*) [21]
                0.00    0.00   91298/91298       InverseFlowPair* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*>(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*) [195]
-----------------------------------------------
                0.00    0.01   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::__uninitialized_copy_a<std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >(std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >&) [24]
[22]     0.5    0.00    0.01   91298         std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::uninitialized_copy<std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>(std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*) [22]
                0.01    0.00   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>(std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::move_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*) [20]
-----------------------------------------------
                0.00    0.01   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::vector(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [14]
[23]     0.5    0.00    0.01   91298         InverseFlowPair* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*, InverseFlowPair>(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*, std::allocator<InverseFlowPair>&) [23]
                0.01    0.00   91298/91298       InverseFlowPair* std::uninitialized_copy<__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*>(__gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >, InverseFlowPair*) [21]
-----------------------------------------------
