Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[154]    0.0    0.00    0.00   91298         __gnu_cxx::__normal_iterator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > > >::__normal_iterator(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >* const&) [154]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [156]
[155]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_before_begin() const [155]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [174]
[156]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [156]
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_before_begin() const [155]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [159]
[157]    0.0    0.00    0.00   91298         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_before_begin() const [157]
-----------------------------------------------
                0.00    0.00   91298/91298       std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::size() const [161]
[158]    0.0    0.00    0.00   91298         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::size() const [158]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [179]
[159]    0.0    0.00    0.00   91298         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [159]
                0.00    0.00   91298/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_before_begin() const [157]
-----------------------------------------------
                0.00    0.00   91298/91298       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::max_size() const [164]
[160]    0.0    0.00    0.00   91298         std::_Vector_base<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_get_Tp_allocator() const [160]
-----------------------------------------------
                0.00    0.00   91298/91298       recv_inverse_flow(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >&, ompi_communicator_t*) [36]
[161]    0.0    0.00    0.00   91298         std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::size() const [161]
                0.00    0.00   91298/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::size() const [158]
-----------------------------------------------
                0.00    0.00   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::vector(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [14]
[162]    0.0    0.00    0.00   91298         std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::end() const [162]
                0.00    0.00   91298/182596      __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::__normal_iterator(InverseFlowPair const* const&) [109]
-----------------------------------------------
                0.00    0.00   91298/91298       std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::vector(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > const&) [14]
[163]    0.0    0.00    0.00   91298         std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >::begin() const [163]
                0.00    0.00   91298/182596      __gnu_cxx::__normal_iterator<InverseFlowPair const*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > >::__normal_iterator(InverseFlowPair const* const&) [109]
-----------------------------------------------
                0.00    0.00   91298/91298       std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_check_len(unsigned long, char const*) const [256]
[164]    0.0    0.00    0.00   91298         std::vector<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::max_size() const [164]
                0.00    0.00   91298/91298       std::_Vector_base<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >, std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::_M_get_Tp_allocator() const [160]
                0.00    0.00   91298/91298       std::allocator_traits<std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > >::max_size(std::allocator<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> > > const&) [194]
-----------------------------------------------
                0.00    0.00   45649/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, int>, false>*) [273]
                0.00    0.00   45649/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<int, false>*) [279]
[165]    0.0    0.00    0.00   91298         std::__detail::_Prime_rehash_policy::_M_state() const [165]
-----------------------------------------------
                0.00    0.00   91298/91298       std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_Before_begin<std::allocator<std::pair<int const, int> > const&>(std::allocator<std::pair<int const, int> > const&) [197]
[166]    0.0    0.00    0.00   91298         std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::allocator<std::pair<int const, int> >(std::allocator<std::pair<int const, int> > const&) [166]
                0.00    0.00   91298/91298       __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::new_allocator() [149]
-----------------------------------------------
                0.00    0.00   91298/91298       std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::~_Before_begin() [198]
[167]    0.0    0.00    0.00   91298         std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::~allocator() [167]
                0.00    0.00   91298/91298       __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >::~new_allocator() [150]
-----------------------------------------------
                0.00    0.00   45649/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [278]
                0.00    0.00   45649/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_allocate_buckets(unsigned long) [277]
[168]    0.0    0.00    0.00   91298         std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<int, false> >(std::allocator<std::__detail::_Hash_node<int, false> > const&) [168]
                0.00    0.00   91298/273894      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::new_allocator() [89]
-----------------------------------------------
                0.00    0.00   91298/91298       recv_inverse_flow(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >&, ompi_communicator_t*) [36]
[169]    0.0    0.00    0.00   91298         std::allocator<std::pair<int const, int> >::allocator() [169]
                0.00    0.00   91298/91298       __gnu_cxx::new_allocator<std::pair<int const, int> >::new_allocator() [151]
-----------------------------------------------
                0.00    0.00   91298/91298       recv_inverse_flow(std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >&, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >&, ompi_communicator_t*) [36]
[170]    0.0    0.00    0.00   91298         std::allocator<std::pair<int const, int> >::~allocator() [170]
                0.00    0.00   91298/91298       __gnu_cxx::new_allocator<std::pair<int const, int> >::~new_allocator() [152]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::__detail::_Select1st const&, std::allocator<std::pair<int const, int> > const&) [175]
[171]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [171]
                0.00    0.00   91298/365192      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_node_allocator() [73]
                0.00    0.00   91298/182596      std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [114]
                0.00    0.00   91298/136947      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*) [125]
                0.00    0.00   91298/273894      std::allocator<std::__detail::_Hash_node_base*>::~allocator() [91]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [174]
[172]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [172]
                0.00    0.00   45649/45649       std::__detail::_Hash_node<std::pair<int const, int>, false>::_M_next() const [257]
                0.00    0.00   45649/45649       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [272]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [177]
[173]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [173]
                0.00    0.00   91298/365192      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_node_allocator() [73]
                0.00    0.00   91298/182596      std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > const&) [114]
                0.00    0.00   91298/136947      __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [124]
                0.00    0.00   91298/273894      std::allocator<std::__detail::_Hash_node_base*>::~allocator() [91]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [177]
[174]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [174]
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [156]
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, int>, false>*) [172]
                0.00    0.00   91298/228245      std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_before_begin() [100]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, int> > const&) [176]
[175]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::__detail::_Select1st const&, std::allocator<std::pair<int const, int> > const&) [175]
                0.00    0.00   91298/91298       std::__detail::_Hashtable_base<int, std::pair<int const, int>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable_base(std::__detail::_Select1st const&, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&) [200]
                0.00    0.00   91298/91298       std::__detail::_Insert<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, false, true>::_Insert() [202]
                0.00    0.00   91298/91298       std::__detail::_Equality<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::_Equality() [203]
                0.00    0.00   91298/91298       std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::_Before_begin<std::allocator<std::pair<int const, int> > const&>(std::allocator<std::pair<int const, int> > const&) [197]
                0.00    0.00   91298/136947      std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [130]
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [171]
-----------------------------------------------
                0.00    0.00   91298/91298       std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::unordered_map(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, int> > const&) [189]
[176]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, int> > const&) [176]
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::__detail::_Select1st const&, std::allocator<std::pair<int const, int> > const&) [175]
-----------------------------------------------
                0.00    0.00   91298/91298       std::unordered_map<int, int, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, int> > >::~unordered_map() [190]
[177]    0.0    0.00    0.00   91298         std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [177]
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [174]
                0.00    0.00   91298/91298       std::_Hashtable<int, std::pair<int const, int>, std::allocator<std::pair<int const, int> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [173]
                0.00    0.00   91298/91298       std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, int>, false> > >::~_Before_begin() [198]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [179]
[178]    0.0    0.00    0.00   91298         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<int, false>*) [178]
                0.00    0.00   45649/45649       std::__detail::_Hash_node<int, false>::_M_next() const [258]
                0.00    0.00   45649/45649       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_node(std::__detail::_Hash_node<int, false>*) [276]
-----------------------------------------------
                0.00    0.00   45649/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable() [284]
                0.00    0.00   45649/91298       std::unordered_set<int, std::hash<int>, std::equal_to<int>, std::allocator<int> >::clear() [294]
[179]    0.0    0.00    0.00   91298         std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::clear() [179]
                0.00    0.00   91298/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_begin() const [159]
                0.00    0.00   91298/91298       std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<int, false>*) [178]
                0.00    0.00   91298/228245      std::_Hashtable<int, int, std::allocator<int>, std::__detail::_Identity, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_before_begin() [101]
-----------------------------------------------
                0.00    0.00   91298/91298       std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [182]
[180]    0.0    0.00    0.00   91298         std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [180]
-----------------------------------------------
                0.00    0.00   45649/91298       std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [286]
                0.00    0.00   45649/91298       std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [287]
[181]    0.0    0.00    0.00   91298         std::_Head_base<0ul, int const&, false>::_Head_base(int const&) [181]
-----------------------------------------------
                0.00    0.00   45649/91298       std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [287]
                0.00    0.00   45649/91298       std::__add_ref<int const&>::type std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&) [326]
[182]    0.0    0.00    0.00   91298         std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [182]
                0.00    0.00   91298/91298       std::_Head_base<0ul, int const&, false>::_M_head(std::_Head_base<0ul, int const&, false>&) [180]
-----------------------------------------------
                0.00    0.00   91298/91298       InverseFlowPair* std::__copy_move_a<false, InverseFlowPair const*, InverseFlowPair*>(InverseFlowPair const*, InverseFlowPair const*, InverseFlowPair*) [204]
[183]    0.0    0.00    0.00   91298         InverseFlowPair* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<InverseFlowPair>(InverseFlowPair const*, InverseFlowPair const*, InverseFlowPair*) [183]
-----------------------------------------------
                0.00    0.00   91298/91298       void std::_Destroy<std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*>(std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*, std::vector<InverseFlowPair, std::allocator<InverseFlowPair> >*) [211]
